id,first_name,last_name,email,personal_email,gender,date_of_birth,join_date,left_date,campus_id,promotion
847633,Zeph,Nichols,Zeph.Nichols@supinfo.com,et.risus@odio.org,Mme,1997-01-20,2016-10-15,2026-03-30,3,BSC
930776,Indira,Cotton,Indira.Cotton@supinfo.com,In@mus.net,Mme,1986-10-21,2021-09-07,2018-04-23,3,BSC
342381,Jemima,Keith,Jemima.Keith@supinfo.com,ultrices.mauris.ipsum@diam.edu,Mme,2001-12-08,2019-08-26,2017-08-03,3,MSC2
724355,Camille,Holland,Camille.Holland@supinfo.com,sit.amet@Nullamscelerisque.ca,M.,1991-02-08,2013-09-04,2026-08-24,1,MSC2
436751,Hasad,Davidson,Hasad.Davidson@supinfo.com,Sed@vehiculaetrutrum.edu,Mme,1989-01-19,2012-11-09,2020-08-11,2,ASC2
976336,Colby,Puckett,Colby.Puckett@supinfo.com,tellus@pedemalesuada.com,M.,1986-08-03,2015-01-31,2015-01-19,1,ASC1
362364,Jack,Gibson,Jack.Gibson@supinfo.com,mi.felis@ut.org,Mme,1998-02-22,2014-08-18,2023-09-29,3,ASC1
305312,Dieter,Middleton,Dieter.Middleton@supinfo.com,erat@enimMauris.co.uk,M.,1981-05-14,2021-06-24,2021-08-09,2,ASC1
563505,Erica,Rowe,Erica.Rowe@supinfo.com,rutrum.eu.ultrices@Aliquam.co.uk,Mme,1981-07-14,2021-06-20,2026-04-16,2,MSC2
159133,Reuben,Figueroa,Reuben.Figueroa@supinfo.com,amet.diam.eu@magnaCras.org,Mme,2001-10-17,2014-08-22,2019-10-02,1,BSC
700398,Igor,Ferrell,Igor.Ferrell@supinfo.com,Proin@nequevitae.org,Mme,1980-03-28,2014-10-12,2015-01-18,1,BSC
570819,George,Mcclure,George.Mcclure@supinfo.com,Integer.aliquam.adipiscing@fringilla.edu,Mme,1982-02-16,2015-09-11,2015-12-25,4,BSC
975204,Ethan,Johnson,Ethan.Johnson@supinfo.com,at.pretium.aliquet@antedictum.net,Mme,1997-06-09,2017-02-03,2024-04-25,3,MSC1
751862,Cadman,Dudley,Cadman.Dudley@supinfo.com,non.ante@anteipsum.org,M.,1981-03-03,2013-02-11,2017-11-03,2,MSC2
790778,Taylor,Hurley,Taylor.Hurley@supinfo.com,montes.nascetur.ridiculus@at.co.uk,Mme,1990-12-06,2019-04-16,2025-06-22,3,MSC2
303511,Yeo,Herrera,Yeo.Herrera@supinfo.com,Nam.tempor.diam@elit.net,M.,1996-05-30,2021-08-24,2013-10-29,3,ASC1
254574,Nevada,Dejesus,Nevada.Dejesus@supinfo.com,lacus.Nulla.tincidunt@risus.org,Mme,1995-02-24,2016-01-28,2021-11-29,2,BSC
307237,Rhoda,Mullen,Rhoda.Mullen@supinfo.com,egestas.Duis@In.net,M.,1982-05-01,2021-02-22,2019-07-11,4,MSC1
969720,Carolyn,Shannon,Carolyn.Shannon@supinfo.com,porttitor.scelerisque.neque@non.com,M.,1999-08-22,2018-04-21,2016-02-05,4,BSC
275415,Kelly,Mcfarland,Kelly.Mcfarland@supinfo.com,fringilla.porttitor@Lorem.co.uk,M.,1980-05-21,2015-02-21,2016-07-21,4,MSC1
273584,Callie,Sloan,Callie.Sloan@supinfo.com,dolor.sit.amet@dui.ca,M.,1991-02-09,2016-12-05,2020-10-05,4,ASC2
112086,Eagan,Pope,Eagan.Pope@supinfo.com,porttitor.tellus.non@metuseuerat.co.uk,M.,1985-12-17,2021-01-08,2021-01-10,4,BSC
288817,Hedley,Perez,Hedley.Perez@supinfo.com,id.ante@tincidunttempusrisus.com,M.,1986-07-28,2019-04-05,2019-09-10,3,BSC
164375,McKenzie,Cameron,McKenzie.Cameron@supinfo.com,tempor@dolor.net,Mme,1991-02-14,2014-05-05,2020-12-09,1,BSC
156361,Xaviera,Garrett,Xaviera.Garrett@supinfo.com,lorem@egestas.com,M.,1981-01-25,2016-05-14,2024-07-05,1,MSC1
214416,Carissa,Flynn,Carissa.Flynn@supinfo.com,eu@eget.ca,M.,2003-07-18,2015-04-14,2017-03-01,4,MSC1
305630,Zachery,Kent,Zachery.Kent@supinfo.com,sodales@anteNuncmauris.net,Mme,1997-08-21,2019-07-03,2026-03-14,1,MSC1
505392,Ulric,Lara,Ulric.Lara@supinfo.com,sem.mollis@Quisqueaclibero.net,Mme,1985-12-12,2021-09-07,2015-08-31,2,MSC2
954404,Uta,Carson,Uta.Carson@supinfo.com,ipsum.dolor.sit@Suspendisse.com,Mme,1996-05-14,2016-11-06,2019-02-17,2,BSC
133750,Clare,Riddle,Clare.Riddle@supinfo.com,non.bibendum.sed@eget.co.uk,M.,1992-04-09,2013-09-24,2027-02-23,1,MSC1
668285,Carla,Leach,Carla.Leach@supinfo.com,arcu.eu@semsempererat.org,M.,1981-10-28,2018-06-27,2017-09-23,1,ASC1
440520,Sydney,Petersen,Sydney.Petersen@supinfo.com,dui.Cras.pellentesque@euneque.net,M.,1991-03-21,2017-02-27,2022-06-28,2,ASC1
677021,Roth,Townsend,Roth.Townsend@supinfo.com,laoreet.ipsum.Curabitur@nectempus.net,M.,1995-08-30,2016-05-01,2020-07-03,4,BSC
844303,Wanda,Spence,Wanda.Spence@supinfo.com,tempus@amagnaLorem.org,Mme,1993-07-16,2013-10-12,2021-10-03,1,MSC1
424630,Sheila,Carey,Sheila.Carey@supinfo.com,eros.nec.tellus@risusat.com,M.,2002-07-28,2017-09-30,2019-10-03,1,ASC1
882843,Christian,Carrillo,Christian.Carrillo@supinfo.com,vehicula.risus.Nulla@utdolordapibus.org,M.,1982-12-29,2015-01-30,2017-01-26,3,ASC1
855777,Carla,Koch,Carla.Koch@supinfo.com,Mauris@nisidictum.edu,M.,1992-09-22,2013-03-12,2021-07-02,1,ASC1
419469,Margaret,Mosley,Margaret.Mosley@supinfo.com,egestas.Sed.pharetra@uteratSed.net,M.,1990-08-14,2016-10-16,2026-04-24,3,MSC1
556563,Colorado,Guerra,Colorado.Guerra@supinfo.com,tempor@Aliquamrutrum.org,M.,1982-02-02,2017-04-21,2016-01-22,2,ASC1
125678,Hilary,Frost,Hilary.Frost@supinfo.com,dis@Quisque.net,Mme,1994-09-14,2016-05-13,2022-07-06,4,ASC2
801538,Quintessa,Greer,Quintessa.Greer@supinfo.com,sollicitudin@odioNam.ca,Mme,1993-09-03,2021-04-03,2018-06-05,4,ASC1
528931,Oren,Phelps,Oren.Phelps@supinfo.com,sociis.natoque.penatibus@sapienAenean.ca,M.,1986-12-16,2015-01-19,2018-09-03,1,ASC1
886135,Linus,Contreras,Linus.Contreras@supinfo.com,felis@liberodui.net,M.,1995-10-01,2020-09-24,2020-03-24,4,ASC2
252440,Odette,Reyes,Odette.Reyes@supinfo.com,et@dapibus.co.uk,Mme,1983-02-18,2016-12-25,2013-08-11,1,BSC
785917,Isabelle,Beasley,Isabelle.Beasley@supinfo.com,magnis.dis@risusDonecegestas.net,Mme,2002-10-13,2018-12-31,2022-06-11,3,BSC
139452,Knox,Contreras,Knox.Contreras@supinfo.com,sed.turpis.nec@et.edu,M.,2001-05-18,2021-03-28,2021-07-27,3,BSC
351628,Norman,Morton,Norman.Morton@supinfo.com,dolor@erategettincidunt.ca,M.,1988-09-30,2013-04-04,2016-09-17,3,MSC2
380075,Nicholas,Cortez,Nicholas.Cortez@supinfo.com,mauris@est.co.uk,M.,1990-11-09,2015-10-04,2024-10-24,3,MSC2
